sid,search,"splunk_server","_time","is_realtime",provenance,"api_index_et","api_index_lt","event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_index_et","__mv_api_index_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt"
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search9_1707211124.90","search `dmc_set_index_introspection` host=$row.host$ sourcetype=splunk_resource_usage component=PerProcess data.search_props.sid::*
        | `dmc_rename_introspection_fields`
        | `dmc_set_bin`
        | stats latest(normalized_pct_cpu) AS resource_usage_dedup by _time, type, sid, pid
        | stats sum(resource_usage_dedup) AS sum_resource_usage by _time,  type
        | eval sum_resource_usage = round(sum_resource_usage / 100.0, 2)
        | `dmc_timechart` Median(sum_resource_usage) AS ""Median of resource usage"" by type","GOEL-DS-LM-MC","1707211124.048615",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211124,0,search9,0,canceled,"0.316","1707196680.000000000","1707211124.000000000","1707196680.000000000","1707211124.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search10_1707211124.91","| mstats Median(""spl.intr.resource_usage.Hostwide.data.cpu_system_pct_mrollup_avg_86400s"")  Median(""spl.intr.resource_usage.Hostwide.data.cpu_user_pct_mrollup_avg_86400s"") prestats=true WHERE ""index""=""_metrics_rollup"" by extracted_host span=1h
          | rename extracted_host as host
          | where host=""$row.host$""
          | timechart eval(Median('spl.intr.resource_usage.Hostwide.data.cpu_user_pct_mrollup_avg_86400s') + Median('spl.intr.resource_usage.Hostwide.data.cpu_system_pct_mrollup_avg_86400s')) by host
          | fields - _span","GOEL-DS-LM-MC","1707211124.059905",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211124,0,search10,0,canceled,"0.137","1704585600.000000000","1707211124.000000000","1704585600.000000000","1707211124.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD57f832cab3cc3832f_1707211124.92","search `dmc_set_index_introspection` host=$row.host$ sourcetype=splunk_resource_usage component=PerProcess
      | `dmc_rename_introspection_fields`
      | `dmc_classify_processes`
      | `dmc_resource_usage_by_processes_timechart(normalized_pct_cpu, Median)`","GOEL-DS-LM-MC","1707211124.062910",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211124,0,"cpu_by_process_class",0,canceled,"0.26","1707196680.000000000","1707211124.000000000","1707196680.000000000","1707211124.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5a10707a3508f5283_1707211125.93","| rest splunk_server=ip-10-0-3-7 /services/server/status/resource-usage/hostwide
      | join type=outer splunk_server [
          | `dmc_get_instance_roles` 
          | fields role serverName
          | rename serverName as splunk_server]
      | eventstats min(eval(if(isnull(normalized_load_avg_1min), ""0"", ""1""))) as _load_avg_full_availability
      | eval normalized_load_avg_1min = if(isnull(normalized_load_avg_1min), ""N/A"", normalized_load_avg_1min)
      | eval core_info = if(isnull(cpu_count), ""N/A"", cpu_count)."" / "".if(isnull(virtual_cpu_count), ""N/A"", virtual_cpu_count)
      | eval cpu_usage = 'cpu_system_pct' + 'cpu_user_pct'
      | fields splunk_server, role, normalized_load_avg_1min, core_info, cpu_usage, cpu_count, virtual_cpu_count, cpu_system_pct, cpu_user_pct
      | eval role = replace(role, "" $"", """")
      | eval role = split(role, "" "")","GOEL-DS-LM-MC","1707211125.924516",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211125,0,"instance_cpu_usage",0,completed,"0.055","1707196680.000000000","1707211125.000000000","1707196680.000000000","1707211125.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD50972d7af82c3253d_1707211125.94","| rest splunk_server=ip-10-0-3-7 /services/server/status/resource-usage/splunk-processes
      | fields normalized_pct_cpu pct_cpu process process_type search_props.mode search_props.type search_props.provenance splunk_server
      | fillnull normalized_pct_cpu pct_cpu
      | eval process_type_l2 = if(match(process_type, ""^search$""), 'process_type'."":"".'search_props.type', 'process_type')
      | stats sum(normalized_pct_cpu) AS normalized_pct_cpu by process_type_l2, splunk_server
      | chart avg(normalized_pct_cpu) AS normalized_pct_cpu over splunk_server by process_type_l2
      | foreach * [eval <<FIELD>> = if(isnum('<<FIELD>>'), round('<<FIELD>>', 2), '<<FIELD>>')]","GOEL-DS-LM-MC","1707211125.935448",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211125,0,"system_cpu_usage",0,completed,"0.027",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search9_1707211125.95","search `dmc_set_index_introspection` host=ip-10-0-3-7 sourcetype=splunk_resource_usage component=PerProcess data.search_props.sid::*
        | `dmc_rename_introspection_fields`
        | `dmc_set_bin`
        | stats latest(normalized_pct_cpu) AS resource_usage_dedup by _time, type, sid, pid
        | stats sum(resource_usage_dedup) AS sum_resource_usage by _time,  type
        | eval sum_resource_usage = round(sum_resource_usage / 100.0, 2)
        | `dmc_timechart` Median(sum_resource_usage) AS ""Median of resource usage"" by type","GOEL-DS-LM-MC","1707211125.950583",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211125,0,search9,1,completed,"0.298","1707196680.000000000","1707211125.000000000","1707196680.000000000","1707211125.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search10_1707211126.96","| mstats Median(""spl.intr.resource_usage.Hostwide.data.cpu_system_pct_mrollup_avg_86400s"")  Median(""spl.intr.resource_usage.Hostwide.data.cpu_user_pct_mrollup_avg_86400s"") prestats=true WHERE ""index""=""_metrics_rollup"" by extracted_host span=1h
          | rename extracted_host as host
          | where host=""ip-10-0-3-7""
          | timechart eval(Median('spl.intr.resource_usage.Hostwide.data.cpu_user_pct_mrollup_avg_86400s') + Median('spl.intr.resource_usage.Hostwide.data.cpu_system_pct_mrollup_avg_86400s')) by host
          | fields - _span","GOEL-DS-LM-MC","1707211126.049363",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211126,0,search10,0,completed,"0.14100000000000001","1704585600.000000000","1707211126.000000000","1704585600.000000000","1707211126.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD57f832cab3cc3832f_1707211126.97","search `dmc_set_index_introspection` host=ip-10-0-3-7 sourcetype=splunk_resource_usage component=PerProcess
      | `dmc_rename_introspection_fields`
      | `dmc_classify_processes`
      | `dmc_resource_usage_by_processes_timechart(normalized_pct_cpu, Median)`","GOEL-DS-LM-MC","1707211126.163049",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,4923,1707211126,49,"cpu_by_process_class",4924,completed,"0.28","1707196680.000000000","1707211126.000000000","1707196680.000000000","1707211126.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search2_1707211129.98","| `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""","GOEL-DS-LM-MC","1707211129.542696",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211129,0,search2,0,completed,"0.11",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search3_1707211129.99","| `dmc_get_instance_info(""*"")`
        | search search_group=""dmc_group_indexer""","GOEL-DS-LM-MC","1707211129.562617",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211129,1,search3,0,completed,"0.088",,,,,,,,,,,,,,,,,,,,,,,
